wp_number,date,title,author,abstract,program,topics,Asset_Pricing,Children_and_Families
32933,2024-09-16,Climate Capitalists,"Niels Joachim Gormsen, Kilian Huber, Sangmin Simon Oh","Firms' perceived cost of green capital has decreased since the rise of sustainable investing. Green and brown firms perceived their cost of capital to be the same before 2016, but after the post-2016 surge in sustainable investing, green firms perceived their cost of capital to be on average 1 percentage point lower. This difference has widened as sustainable investing has intensified. Within some of the largest energy and utility firms, managers have started applying a lower cost of capital to greener divisions. The changes in the perceived cost of green capital incentivize cross-firm and within-firm reallocation of capital toward greener investments.",Asset Pricing,"Microeconomics, Households and Firms, Macroeconomics, Consumption and Investment, Financial Economics, Financial Markets, Portfolio Selection and Asset Pricing, Corporate Finance, Behavioral Finance, Environmental and Resource Economics, Environment",1,0
32936,2024-09-16,Perpetual Futures Pricing,"Damien Ackerer, Julien Hugonnier, Urban Jermann","Perpetual futures are contracts without expiration date in which the anchoring of the futures price to the spot price is ensured by periodic funding payments from long to short. We derive explicit expressions for the no-arbitrage price of various perpetual contracts, including linear, inverse, and quantos futures in both discrete and continuous-time. In particular, we show that the futures price is given by the risk-neutral expectation of the spot sampled at a random time that reflects the intensity of the price anchoring. Furthermore, we identify funding specifications that guarantee the coincidence of futures and spot prices, and show that for such specifications perpetual futures contracts can be replicated by dynamic trading in primitive securities.",Asset Pricing,"Macroeconomics, Macroeconomic Models, Financial Economics, Financial Markets",1,0
32937,2024-09-16,Carbon VIX: Carbon Price Uncertainty and Decarbonization Investments,"Maximilian Fuchs, Johannes Stroebel, Julian Terstegge","We study the effects of carbon price uncertainty on firms' decisions to decarbonize their operations. We first use information on the pricing of options on emission allowances in the European Emissions Trading System to create the Carbon VIX, a market-based high-frequency measure of carbon price uncertainty. Carbon price uncertainty is high, varies substantially over time, and experiences persistent shocks around major climate policy events. To explore the effects of carbon price uncertainty on expected aggregate decarbonization investments, we analyze its effect on the stock returns of firms that help other businesses decarbonize. To identify these ""carbon solution providers,"" we extract common types of decarbonization investments from a large survey of firms, and then identify companies that offer the associated goods and services. We find that the stock returns of these carbon solution providers vary positively with carbon prices, but negatively with carbon price uncertainty. The effect of increases in carbon price uncertainty on our proxy for expected decarbonization investments is economically large and of similar magnitude as the effect of declines in carbon prices. These findings support predictions from real options theory that firms may delay investments in decarbonization when faced with uncertainty about the future costs of emissions.",Asset Pricing,Financial Economics,1,0
32942,2024-09-16,Expected EPS × Trailing P/E,"Itzhak Ben-David, Alex Chinco","All of asset-pricing theory currently stems from one key assumption: price equals expected discounted payoff. And much of what we think we know about discount rates comes from studying a particular kind of expected payoff: the earnings forecasts in analyst reports. Researchers typically access these numbers through an easy-to-use database and never read the underlying documents. This is unfortunate because the text of each report contains an explicit description of how the analyst priced their own earnings forecast. We study a sample of 513 reports and find that most analysts use a trailing P/E (price-to-earnings) ratio not a discount rate. Instead of computing the present value of a company’s future earnings, they ask: “How would a firm with similar earnings have been priced last year?” Even if other investors do things differently, it does not make sense to put discount rates at the center of every asset-pricing model if market participants do not always use one. There are other options. Trailing twelve-month P/E ratios account for 91% of the variation in analysts’ price targets.We construct a new kind of asset-pricing model around this fact and show that it explains the market response to earnings surprises.",Asset Pricing,"Financial Economics, Portfolio Selection and Asset Pricing, Financial Markets, Corporate Finance",1,0
32944,2024-09-16,"Cournot Competition, Informational Feedback, and Real Efficiency","Lin William Cong, Xiaohong Huang, Siguang Li, Jian Ni","We revisit the relationship between firm competition and real efficiency in a novel setting with informational feedback from financial markets. Although intensified competition can decrease market concentration in production, it reduces the value of proprietary information (e.g., market prospects) for speculators and discourages information production and price discovery in financial markets. Therefore, competition generates non-monotonic welfare effects through two competing channels: market concentration and information production. When information reflected in stock prices is sufficiently valuable for production decisions, competition can harm both consumer welfare and real efficiency. Our results are robust under cross-asset trading and learning and highlight the importance of considering the interaction between product market and financial market in antitrust policy, e.g., concerning the regulation of horizontal mergers.",Asset Pricing,"Microeconomics, Welfare and Collective Choice, Economics of Information, Financial Economics, Financial Markets, Corporate Finance, Behavioral Finance",1,0
32945,2024-09-16,Inflation Expectation and Cryptocurrency Investment,"Lin William Cong, Pulak Ghosh, Jiasun Li, Qihong Ruan","Using proprietary data from the predominant cryptocurrency exchange in India together with the country's Household Inflation Expectations Survey, we document a significantly positive association between inflation expectations and individual cryptocurrency purchases. Higher inflation expectations are also associated with more new investors in cryptocurrencies. We investigate investment heterogeneity in multiple dimensions, and find the effect to be concentrated in Bitcoin (BTC) and Tether (USDT) trading. The results are robust after controlling for speculative demand captured by surveys of investors' expected cryptocurrency returns, and admit causal interpretations as confirmed using multiple instrumental variables. Our findings provide direct evidence that households already adopt cryptocurrencies for inflation hedging, which in turn rationalizes their high adoption in developing countries without a globally dominant currency.",Asset Pricing,Financial Economics,1,0
32949,2024-09-16,Information and Market Power in DeFi Intermediation,"Pablo D. Azar, Adrian Casillas, Maryam Farboodi","This paper considers the “DeFi intermediation chain”—the market structure that underlies the creation and distribution of ETH, the native cryptocurrency of Ethereum—to examine how information asymmetry shapes intermediation rents. We argue that using proof-of-stake blockchain technology in DeFi leads to a novel limit to arbitrage, arising from the tension between arbitrageurs' privacy needs and blockchain transparency. Using a new dataset which distinguishes private and public transactions in Ethereum, we find that a 1% increase in private information advantage leads to a 1.4% increase in intermediaries' profit share. We develop a dynamic bargaining model that predicts information market power stems exclusively from participants' private information advantage. Our analysis illustrates how blockchain technology can sustain arbitrage opportunities despite low entry barriers.",Asset Pricing,"Econometrics, Data Collection, Microeconomics, Economics of Information, Financial Economics, Financial Institutions, Industrial Organization, Industry Studies",1,0
32954,2024-09-16,Inclusive Teaching: Spotting Social Isolation in the Classroom,"Sule Alan, Michela Carlana, Marinella Leone","We evaluate an intervention designed to increase teachers’ awareness of social isolation by providing them with their own students’ social network and information on developmental risks associated with social exclusion. Using friendship data and incentive-compatible measures of antisocial and prosocial behavior, we find that the intervention reduces social isolation and antisocial behavior without improving prosocial behavior. The reduction in antisocial behavior leads to better economic outcomes in treated classrooms, measured by average payoffs and the Gini coefficient. Our findings highlight the personal and communal benefits of alleviating social exclusion and antisocial peer relationships in schools.",Children and Families,"Econometrics, Experimental Design, Health, Education, and Welfare, Education",0,1
32959,2024-09-16,The Impact of Early Childhood Parenting Interventions on Child Learning: A Systematic Review and Meta-Analysis,"Kimberly Dadisman, Andre Nickow, Philip Oreopoulos","Parenting is widely considered to be among the most important influences on early childhood (EC) development. But to what extent and under what circumstances can EC parenting programs improve child learning outcomes? While substantial progress has been made toward addressing these questions in recent years, there have been few attempts to systematically synthesize the evidence thus far with a view toward scaling and policy implications. This paper works toward filling this gap through a systematic review including both a quantitative meta-analysis and a detailed narrative analysis of randomized evaluations that test the impacts of EC parenting programs on learning outcomes. We find that these programs generate substantial effects across a wide range of contexts, and that the largest impacts are associated with programs that are conducted in low- or middle-income countries and that use curricula focusing on cognitive stimulation. Group parenting programs tend to yield effect sizes that are, on average, comparable to home visiting programs, typically at substantially lower costs. Qualitative analysis of evaluations of scaled interventions reveals that administrative implementation barriers rather than program ineffectiveness likely represent the primary impediment to stronger impact. We conclude by reflecting on implications for theory, policy, and priorities for future research.",Children and Families,"Health, Education, and Welfare, Education, Labor Economics, Demography and Aging",0,1
32961,2024-09-16,Optimal Financing of Government Purchases,"Andrew B. Abel, Stavros Panageas","We characterize a planner's optimal allocation of consumption and capital in an overlapping generations model with exogenous government purchases, privately-observed idiosyncratic shocks to the depreciation rate of capital, and a proportional cost of reversing investment to transform used capital to consumption. We show how a package of various taxes and government bonds can finance government purchases and support the same balanced growth path as in the planner's optimum. The optimal tax rate on capital income implements the planner's optimal (but incomplete) sharing of idiosyncratic depreciation risks, while respecting the private nature of these risks.",Asset Pricing,"Macroeconomics, Fiscal Policy, Public Economics, Taxation, National Fiscal Issues",1,0
32967,2024-09-23,"Of Markets and Marriages: A Multidisciplinary, Multibook Review Essay of Recent Work on the Causes of U.S. Poverty",Elizabeth Ananat,"I discuss recent books offering differing explanations for persistent U.S. poverty. Desmond (2023) argues that aid to low-income Americans is captured by more powerful market actors. I contextualize this concern as about incidence and consider both policies for changing incidence (by changing outside options) and supplemental critiques focused on reducing deadweight loss as well as reapportioning surplus. Kearney (2023) argues that declining marriage means American children grow up in less-resourced families. I suggest this decline may reflect shortfalls in “soft” skills needed to make marriage efficient in an era when men are increasingly a source of family economic instability while women’s outside options improve. I consider policies to improve soft skills and policies supporting family economic stability, which could reduce spousal-skill requirements. I conclude by encouraging engagement with the emerging policy feedback literature, which explores why popular, evidence-based policies like those discussed have not so far been adopted in the U.S.

The author of one of the books summarized in this review has prepared a response, and this paper's author has written a brief rejoinder.",Children and Families,"Health, Education, and Welfare, Poverty and Wellbeing, Labor Economics, Demography and Aging, Labor Compensation, Labor Relations, Unemployment and Immigration",0,1
32972,2024-09-23,Perry Preschool at 50: What Lessons Should Be Drawn and Which Criticisms Ignored?,"Alison W. Baulos, Jorge Luis García, James J. Heckman","The Perry Preschool Project, the longest-running experimental study of an early childhood education program, demonstrates how such interventions can yield long-term personal, societal, and intergenerational benefits for disadvantaged populations. The evidence is clear: investments in high-quality early childhood education and parental engagement can deliver returns even 50 years later. The program’s findings remain scientifically robust, particularly when analyzed through rigorous small-sample inference methods. The program’s findings also contradict common criticisms of preschool, as, when measured correctly, treatment effects on IQ do not fadeout. This paper draws insights from both the original founders and recent empirical studies, emphasizing the critical role of parental involvement in early education. The authors advocate for a scientific agenda focused on understanding the mechanisms behind treatment effects, rather than replicating specific programs. The analysis also underscores the broader implications of early childhood interventions for social mobility and human capital formation. Analysts of early childhood education should recognize that although credentials and formal curricula contribute to successful programs, the true measure of quality lies in adult-child interactions, which play an essential role.",Children and Families,"Econometrics, Estimation Methods, Health, Education, and Welfare, Education, Poverty and Wellbeing, Labor Economics, Demography and Aging",0,1
32976,2024-09-23,"Exchange Rates, Natural Rates, and the Price of Risk","Rohan Kekre, Moritz Lenel","We study the source of exchange rate fluctuations using a general equilibrium model accommodating shocks in goods and financial markets. These shocks differ in their induced comovements between exchange rates, interest rates, and quantities. A calibration matching data from the U.S. and G10 currency countries implies that persistent shocks to relative demand, reflected in persistent interest rate differentials, account for 75% of the variance in the dollar/G10 exchange rate. Shocks to currency intermediation are important, however, in generating deviations from uncovered interest parity at high frequencies and explaining the dollar appreciation in crises.",Asset Pricing,"Macroeconomics, Money and Interest Rates, International Economics, International Finance, Financial Economics, Financial Markets",1,0
32986,2024-09-23,Do Investor Differences Impact Monetary Policy Spillovers to Emerging Markets?,"Ester Faia, Karen K. Lewis, Haonan Zhou","We re-examine monetary policy spillovers to Emerging Market Economies (EME) in the form of capital flow reversals, using sectoral-level securities holdings data for Euro Area investors. In response to a surprise monetary tightening, active investors such as investment funds re-balance their portfolios away from EME, while more passive, long term investors such as insurance funds and banks exhibit no significant reaction on average. For active investors, the reallocation out of EME appears stronger under synchronized monetary tightening between the Fed and the ECB. However, these investors may even inject more capital to EME securities when the monetary tightening surprises contain positive news about the Euro Area economy. Issuers' monetary-fiscal stability may explain the heterogeneous impact of these spillovers.",Asset Pricing,"Macroeconomics, Money and Interest Rates, International Economics, International Finance, Financial Economics, Financial Markets",1,0
32998,2024-09-30,Interdealer Price Dispersion and Intermediary Capacity,"Andrea L. Eisfeldt, Bernard Herskovic, Shuo Liu","Intermediation capacity varies across dealers, and as a result, misallocation of credit risk reduces the risk-bearing capacity of the dealer sector and increases effective market-level risk aversion. When the efficient reallocation of credit risk within the dealer sector is impaired, interdealer price dispersion increases. Empirically, when interdealer price dispersion increases, bond prices decrease. Interdealer price dispersion explains a substantial portion of bond yield spread changes, the cross-section of bond returns, and the changes in the basis between bond spread and fair-value spreads. We conclude interdealer frictions reduce the risk-bearing capacity of intermediaries and are crucial for intermediary bond pricing.",Asset Pricing,"Financial Economics, Portfolio Selection and Asset Pricing, Financial Institutions",1,0
33002,2024-09-30,Child Penalties and Parental Role Models: Classroom Exposure Effects,"Henrik Kleven, Giulia Olivero, Eleonora Patacchini","This paper investigates whether the effects of children on the labor market outcomes of women relative to men — child penalties — are shaped by the work behavior of peers’ parents during adolescence. Leveraging quasi-random variation in the fraction of peers with working parents across cohorts within schools, we find that greater exposure to working mothers during adolescence substantially reduces the child penalty in employment later in life. Conversely, we find that greater exposure to working fathers increases the penalty. Our findings suggest that parental role models during adolescence are critical for shaping child-related gender gaps in the labor market.",Children and Families,"Labor Economics, Demography and Aging, Labor Supply and Demand",0,1
33003,2024-09-30,"Currency Centrality in Equity Markets, Exchange Rates and Global Financial Cycles","Hélène Rey, Vania Stavrakeva, Jenny Tang","The paper explores empirically the tight links between exchange rates and the global network of equity holdings. Exchange rates can be expressed in terms of “equity net currency supplies”, i.e. local currency stock market capitalization minus equity holdings, denominated in investors’ currencies, as well as elasticities, reflecting the “centrality” of currencies in global equity markets. The observed components of our exchange rate decomposition account for, on average, 95% of the monthly variation of 28 bilateral currency crosses vis-à-vis the USD and 98% vis-à-vis the EUR. We use the decomposition to elucidate the unique role of the USD in transmitting risk aversion and U.S. macroeconomic news throughout the global equity network. Our findings contribute towards explaining global financial cycles and “risk-on”/“risk-off” episodes.",Asset Pricing,"International Economics, International Finance, International Macroeconomics",1,0
33004,2024-09-30,Finance Without Exotic Risk,"Pedro Bordalo, Nicola Gennaioli, Rafael La Porta, Andrei Shleifer","We address the joint hypothesis problem in cross-sectional asset pricing by using measured analyst expectations of earnings growth. We construct a firm-level measure of Expectations Based Returns (EBRs) that uses analyst forecast errors and revisions and shuts down any cross-sectional differences in required returns. We obtain three results. First, variation in EBRs accounts for a large chunk of cross-sectional return spreads in value, investment, size, and momentum factors. Second, time variation in these spreads is predictable, and proxied by predictable time variation in EBRs. This result holds even controlling for scaled price variables, which may capture time varying required return differentials. Third, firm characteristics typically viewed as capturing risk predict disappointment of expectations (and of EBRs). Overall, return spreads typically attributed to exotic risk factors are explained by predictable movements in non-rational expectations of firms’ earnings growth.",Asset Pricing,"Financial Economics, Financial Markets, Behavioral Finance",1,0
33012,2024-09-30,APT or “AIPT”? The Surprising Dominance of Large Factor Models,"Antoine Didisheim, Shikun (Barry) Ke, Bryan T. Kelly, Semyon Malamud","We introduce artificial intelligence pricing theory (AIPT). In contrast with the APT’s foundational assumption of a low dimensional factor structure in returns, the AIPT conjectures that returns are driven by a large number of factors. We first verify this conjecture empirically and show that nonlinear models with an exorbitant number of factors (many more than the number of training observations or base assets) are far more successful in describing the out-of-sample behavior of asset returns than simpler standard models. We then theoretically characterize the behavior of large factor pricing models, from which we show that the AIPT’s “many factors” conjecture faithfully explains our empirical findings, while the APT’s “few factors” conjecture is contradicted by the data.",Asset Pricing,"Econometrics, Estimation Methods, Financial Economics, Financial Markets, Portfolio Selection and Asset Pricing",1,0
33014,2024-10-07,The Causal Effects of Inflation Uncertainty on Households' Beliefs and Actions,"Dimitris Georgarakos, Yuriy Gorodnichenko, Olivier Coibion, Geoff Kenny","We implement a survey-based randomized information treatment that generates independent variation in the inflation expectations and the uncertainty about future inflation of European households. This variation allows us to assess how both first and second moments of inflation expectations separately affect subsequent household decisions. We document several key findings. First, higher inflation uncertainty leads households to reduce their subsequent durable goods purchases for several months, while a higher expected level of inflation increases them. Second, an increase in uncertainty about inflation induces households to tilt their portfolios towards safe and away from riskier asset holdings. Third, higher inflation uncertainty encourages household job search, leading to higher subsequent employment among the unemployed and less under-employment among the employed. Finally, we document that the level of inflation expectations has a different effect from uncertainty in inflation expectations and thus it is crucial to take into account both to measure their separate effects on decisions.",Asset Pricing,"Econometrics, Data Collection, Microeconomics, Economics of Information, Macroeconomics, Business Cycles, Financial Economics",1,0
33020,2024-10-07,Describing Deferred Acceptance and Strategyproofness to Participants: Experimental Analysis,"Yannai A. Gonczarowski, Ori Heffetz, Guy Ishai, Clayton Thomas","We conduct an incentivized lab experiment to test participants' ability to understand the DA matching mechanism and the strategyproofness property, conveyed in different ways. We find that while many participants can (using a novel GUI) learn DA's mechanics and calculate its outcomes, such understanding does not imply understanding of strategyproofness (as measured by specially designed tests). However, a novel menu description of strategyproofness conveys this property significantly better than other treatments. While behavioral effects are small on average, participants with levels of strategyproofness understanding above a certain threshold play the classical dominant strategy at very high rates.",Children and Families,"Microeconomics, Game Theory, Econometrics, Experimental Design, Market Structure and Distribution, Behavioral Economics",0,1
33023,2024-10-07,Transmission of Family Influence,"Sadegh S.M. Eshaghnia, James J. Heckman, Rasmus Landersø, Rafeh Qureshi","This paper studies intergenerational mobility—the transmission of family influence. We develop and estimate measures of lifetime resources motivated by economic theory that account for differences in life-cycle trajectories, and uncertainty about future income. We identify the effects of parents’ resources on child outcomes through policy shocks at different childhood ages that affect family investments. Parents’ expected lifetime resources are stronger predictors of child outcomes than the income measures traditionally used in the literature on social mobility. Moreover, while effects estimated through exogenous variation in parents’ expected lifetime resources are smaller in magnitude than their correlational counterparts, they are still sizable and largest in early childhood. The paper illustrates how integrating key insights from different literatures when studying intergenerational mobility allows for a better understanding of the importance of factors such as the family’s role, changes in individual life cycles across generations, and the expectations and trajectories individuals face across their lifetimes.",Children and Families,"Microeconomics, Market Structure and Distribution, Health, Education, and Welfare, Education, Poverty and Wellbeing",0,1
33025,2024-10-07,12 Best Practices for Leveraging Generative AI in Experimental Research,"Samuel Chang, Andrew Kennedy, Aaron Leonard, John A. List","We provide twelve best practices and discuss how each practice can help researchers accurately, credibly, and ethically use Generative AI (GenAI) to enhance experimental research. We split the twelve practices into four areas. First, in the pre-treatment stage, we discuss how GenAI can aid in pre-registration procedures, data privacy concerns, and ethical considerations specific to GenAI usage. Second, in the design and implementation stage, we focus on GenAI’s role in identifying new channels of variation, piloting and documentation, and upholding the four exclusion restrictions. Third, in the analysis stage, we explore how prompting and training set bias can impact results as well as necessary steps to ensure replicability. Finally, we discuss forward-looking best practices that are likely to gain importance as GenAI evolves.",Children and Families,"Econometrics, Experimental Design",0,1
33027,2024-10-07,"Here Today, Gone Tomorrow? Toward an Understanding of Fade-out in Early Childhood Education Programs","John A. List, Haruka Uchida","An unsettling stylized fact is that decorated early childhood education programs improve cognitive skills in the short-term, but lose their efficacy after a few years. We implement a field experiment with two stages of randomization to explore the underpinnings of the fade-out effect. We first randomly assign preschool access to children, and then partner with the local school district to randomly assign the same children to classmates throughout elementary school. We find that the fade-out effect is critically-linked to the share of classroom peers assigned to preschool access—with enough treated peers the classic fade-out effect is muted. Our results highlight a paradoxical insight: while the fade-out effect has been viewed as a devastating critique of early childhood programs, our results highlight that fade-out is a key rationale for providing early education to all children. This is because human capital accumulation is inherently a social activity, leading early education programs to deliver their largest benefits at scale when everyone receives such programs.",Children and Families,"Econometrics, Experimental Design, Health, Education, and Welfare, Education, Poverty and Wellbeing, Labor Economics, Demography and Aging",0,1
33037,2024-10-07,Trading Volume Alpha,"Ruslan Goyenko, Bryan T. Kelly, Tobias J. Moskowitz, Yinan Su, Chao Zhang","Portfolio optimization focuses on risk and return prediction, yet implementation costs critically matter. Predicting trading costs is challenging because costs depend on trade size and trader identity, thus impeding a generic solution. We focus on a component of trading costs that applies universally – trading volume. Individual stock trading volume is highly predictable, especially with machine learning. We model the economic benefits of predicting volume through a portfolio framework that trades off tracking error versus net-of-cost performance – translating volume prediction into net-of-cost alpha. The economic benefits of predicting individual stock volume are as large as those from stock return predictability.",Asset Pricing,"Econometrics, Estimation Methods, Financial Economics, Portfolio Selection and Asset Pricing, Financial Markets",1,0
33038,2024-10-07,Parents' Earnings and the Returns to Universal Pre-Kindergarten,"John Eric Humphries, Christopher Neilson, Xiaoyang Ye, Seth D. Zimmerman","This paper asks whether universal pre-kindergarten (UPK) raises parents' earnings and how much these earnings effects matter for evaluating the economic returns to UPK programs. Using a randomized lottery design, we estimate the effects of enrolling in a full-day UPK program in New Haven, Connecticut on parents' labor market outcomes as well as educational expenditures and children's academic performance. During children's pre-kindergarten years, UPK enrollment increases weekly childcare coverage by 11 hours. Enrollment has limited impacts on children's academic outcomes between kindergarten and 8th grade, likely due to a combination of rapid effect fadeout and substitution away from other programs of similar quality but with shorter days. In contrast, parents work more hours, and their earnings increase by 21.7%. Parents' earnings gains persist for at least six years after the end of pre-kindergarten. Excluding impacts on children, each dollar of net government expenditure yields $5.51 in after-tax benefits for families, almost entirely from parents' earnings gains. This return is large compared to other labor market policies. Conversely, excluding earnings gains for parents, each dollar of net government expenditure yields only $0.46 to $1.32 in benefits, lower than many other education and children's health interventions. We conclude that the economic returns to investing in UPK are high, largely because of full-day UPK's effectiveness as an active labor market policy.",Children and Families,"Public Economics, Public Goods, Health, Education, and Welfare, Education, Labor Economics, Demography and Aging, Labor Supply and Demand",0,1
33039,2024-10-14,Early-Life Local Labor Market Conditions and Old-Age Male Mortality: Evidence from Historical Deindustrialization of the New England Textile Sector,"Hamid Noghanibehambari, Jason Fletcher","Previous studies document the potential links between early-life insults and life-cycle outcomes. However, fewer studies examine the effects of local labor market shocks during early-life on old-age male mortality. This article empirically investigates this link using a large-scale deindustrialization as a source of shocks to local labor markets: the decline in the New England’s textile industry during the 1920s and 1930s. Consistent with prior studies, we find small impacts on migration and changes in sociodemographic composition of counties post-deindustrialization. Using Social Security Administration death records linked with historical censuses 1900-1940 and difference-in-difference event studies, we find reductions in longevity for those born in highly-exposed counties whose families are categorized as non-migrants and those residing in non-urban areas. The results suggest intent-to-treat effects of about 3.3 months while the treatment-on-treated calculations suggest reductions of about 4 years in longevity of children of affected families. Using 1950-1960 census data, we find that those born in highly-exposed counties post-deindustrialization reveal large reductions in schooling, decreases in high school completion, and significant decreases in measures of socioeconomic standing. We further discuss the policy implication of these findings.",Children and Families,"Health, Education, and Welfare, Health, Labor Economics, Demography and Aging, History, Labor and Health History",0,1
33044,2024-10-28,Does Unconventional Monetary and Fiscal Policy Contribute to the COVID Inflation Surge?,"Jing Cynthia Wu, Yinxi Xie, Ji Zhang","We assess whether unconventional monetary and fiscal policy implemented in response to the COVID-19 pandemic contribute to the 2021-2023 inflation surge through the lens of several different empirical methodologies—event studies, vector autoregressions, and regional panel regressions using granular data—and establish a null result. The key economic mechanism works through a disinflationary channel in the Phillips curve while monetary and fiscal stimuli put positive pressure on inflation through the usual demand channel. We illustrate this negative supply-side channel both theoretically and empirically.",Asset Pricing,"Macroeconomics, Business Cycles, Monetary Policy, Fiscal Policy, COVID-19",1,0
33049,2024-10-14,Financial Sophistication and Bank Market Power,"Matthias Fleckenstein, Francis A. Longstaff","We study the relation between bank funding costs and the financial sophistication of bank customers. In doing this, we make use of a natural experiment that allows us to identify banks that—either intentionally or unintentionally—price time deposits in a way that can result in financially-unsophisticated customers essentially being shortchanged. We find that these banks have significantly lower deposit funding costs. These results provide evidence that having financially-unsophisticated customers may provide banks with substantial market power and be an important component of the value of a bank's deposit franchise.",Asset Pricing,"Financial Economics, Financial Institutions",1,0
33052,2024-10-14,"Poverty, Hardship, and Government Transfers","Bruce D. Meyer, Jeehoon Han, James X. Sullivan","We examine how the well-being of those with few resources changed, amidst economic disruption and large, transitory government transfers. We find that in the years leading up to the pandemic and in 2020, the patterns for income and consumption poverty were very similar. In 2021 and 2022, however, changes in income and consumption poverty were quite different—consumption poverty fell less than income poverty in 2021, and then income poverty rose sharply in 2022 while consumption poverty continued to decline. Reports of hardships rose in 2022 for both families with and without children, suggesting increased concern about financial well-being as COVID-era transfer programs expired. A key difference between income and consumption measures appears to be saving during the pandemic followed by dissaving, even among those near the poverty line. This finding indicates that permanent income models can even be relevant when low-income households, that typically have very limited saving, receive very large transitory payments. Unlike past academic studies and numerous politicians and pundits that have attributed most of the decline in income poverty in 2021, and its subsequent rise in 2022, to the Child Tax Credit, we show that expanded Unemployment Insurance and stimulus payments played a larger role.",Children and Families,"Macroeconomics, Consumption and Investment, Public Economics, Taxation, Health, Education, and Welfare, Poverty and Wellbeing",0,1
33054,2024-10-14,Digital Distractions with Peer Influence: The Impact of Mobile App Usage on Academic and Labor Market Outcomes,"Panle Jia Barwick, Siyu Chen, Chao Fu, Teng Li","Concerns over the excessive use of mobile phones, especially among youths and young adults, are growing. We present, to our knowledge, the first estimates of both behavioral spillover and contextual peer effects, as well as the first comprehensive evidence of how own and peers’ mobile app usage affects academic performance, physical health, and labor market outcomes. Our analysis leverages administrative data from a Chinese university of three cohorts of students over up to four years merged with mobile phone records, random roommate assignments, and a policy shock that affects peers’ peers. App usage is contagious: a one s.d. increase in roommates’ in-college app usage raises own app usage by 5.8% on average, with substantial heterogeneity across students. High app usage is detrimental to all outcomes we measure. A one s.d. increase in app usage reduces GPAs by 36.2% of a within-cohort-major s.d. and lowers wages by 2.3%. Roommates’ app usage exerts both direct effects (e.g., noise and disruptions) and indirect effects (via behavioral spillovers) on GPAs and wages, resulting in a total negative impact of over half the size of the own usage effect. Extending China’s minors’ game restriction of three hours per week to college students would boost their initial wages by 0.9%. Using high-frequency GPS data, we identify one underlying mechanism: high app usage crowds out time in study halls and increases late arrivals at and absences from lectures.",Children and Families,"Microeconomics, Households and Firms, Behavioral Economics, Macroeconomics, Consumption and Investment, Health, Education, and Welfare, Education, Industrial Organization, Industry Studies, Other, Culture",0,1
33057,2024-10-21,The Impact of United States Assimilation and Allotment Policy on American Indian Mortality,"Grant Miller, Jack Shane, C. Matthew Snipp","In contrast to earlier United States policies of open war, forcible removal, and relocation to address the “Indian Problem,” the Dawes Act of 1887 focused on assimilation and land severalty — making American Indians citizens of the United States with individually-titled plots of land rather than members of collective tribes with communal land. Considerable scholarship shows that the consequences of the policy differed substantially from its stated goals, and by the time of its repeal in 1934, American Indians had lost two-thirds of all native land held in 1887 (86 million acres)—and nearly two-thirds of American Indians had become landless or unable to meet subsistence needs. Complementing rich qualitative history, this paper provides new quantitative evidence on the impact of the Dawes Act on mortality among American Indian children and adults. Using 1900 and 1910 U.S. population census data to study both household and tribe-level variation in allotment timing, we find that assimilation and allotment policy increased various measures of American Indian child and adult mortality from nearly 20% to as much as one third (implying a decline in life expectancy at birth of about 20%) — confirming contemporary critics’ adamant concerns about the Dawes Act.",Children and Families,"Health, Education, and Welfare, Health, Labor Economics, Demography and Aging, History, Labor and Health History",0,1
33058,2024-10-21,Optimal Dynamic Asset Allocation with Transaction Costs: The Role of Hedging Demands,"Pierre Collin-Dufresne, Kent D. Daniel, Mehmet Sağlam","A number of papers have solved for the optimal dynamic portfolio strategy when expected returns are time-varying and trading is costly, but only for agents with myopic utility. Non-myopic agents benefit from hedging against future shocks to the investment opportunity set even when transaction costs are zero (Merton, 1969, 1971). In this paper, we propose a solution to the dynamic portfolio allocation problem for non-myopic agents faced with a stochastic investment opportunity set when trading is costly. We show that the agent’s optimal policy is to trade toward an “aim” portfolio, the makeup of which depends both on transaction costs and on each asset’s correlation with changes in the investment opportunity set. The speed at which the agent should trade towards the aim portfolio depends both on the shock’s persistence and on the extent to which the shock can be effectively hedged. We illustrate the differences in portfolio makeup that result from considering hedging demands of a long-horizon investor using a set of simplified examples, and using a daily trading strategy based on the estimated relation between retail order imbalance and future returns.",Asset Pricing,"Financial Economics, Portfolio Selection and Asset Pricing",1,0
